Job Title,Company,Location,
Graduate role - Technology Associate September 2019 in take - New Zealand,Infosys limited,location: AucklandAuckland,https://www.seek.co.nz/job/39078249?type=standard&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Data Systems Engineer,WEL Networks,location: WaikatoWaikato,https://www.seek.co.nz/job/39078209?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Senior Business Systems Analyst - Diagnostics,Canterbury District Health Board,location: CanterburyCanterbury,https://www.seek.co.nz/job/39078169?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Senior Business Systems Analyst - Diagnostics,Canterbury District Health Board,location: CanterburyCanterbury,https://www.seek.co.nz/job/39078168?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Land Information Analyst,Timaru District Council,location: CanterburyCanterbury,https://www.seek.co.nz/job/39077946?type=standard&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Service Desk Analyst,New Zealand Police,location: WellingtonWellington,https://www.seek.co.nz/job/39077932?type=standard&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Account/Customer Manager,Rush Digital,location: AucklandAuckland,https://www.seek.co.nz/job/39077902?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Payroll Administrator,Adecco Accounting & Finance,location: AucklandAuckland,https://www.seek.co.nz/job/39077830?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Data Wrangler - Kaiwhakaneke Raraunga,Wellington,location: WellingtonWellington,https://www.seek.co.nz/job/39077722?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
ADMINISTRATION AGENT 6 MONTH ASSIGNMENT,Impex Personnel (NZ) Pty Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39077693?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
"Senior Analyst / Analyst, Business Reporting",Oranga Tamariki,location: WellingtonWellington,https://www.seek.co.nz/job/39077678?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Financial Data Analyst,Alexander James Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39077650?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Analyst -  Corporate Finance,PwC NZ,location: CanterburyCanterbury,https://www.seek.co.nz/job/39077543?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Team Leader,Advanced Personnel Services Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39077536?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Category Analyst,Nestle NZ Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39077255?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Senior Data Engineer,Randstad Technologies,location: AucklandAuckland,https://www.seek.co.nz/job/39076914?type=standard&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Financial Analyst,Hays Office Support,location: CanterburyCanterbury,https://www.seek.co.nz/job/39076846?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Service Desk Analyst - Wellington,Vodafone New Zealand,location: WellingtonWellington,https://www.seek.co.nz/job/39076692?type=standout&amp;searchrequesttoken=df9922a8-8e23-4613-82b4-fbe7ea4cde7a
Operations Performance Lead,Auckland Transport,location: AucklandAuckland,https://www.seek.co.nz/job/39076556?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Operations Performance Lead,Auckland Transport,location: AucklandAuckland,https://www.seek.co.nz/job/39076555?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
eCommerce Account & Strategy Manager,Overdose Digital,location: AucklandAuckland,https://www.seek.co.nz/job/39076537?type=standard&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Software Asset Manager,Datacom is one of Australasia’s largest professional IT services companies,location: WellingtonWellington,https://www.seek.co.nz/job/39076436?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Internal Communications Advisor,Flick Electric Co.,location: WellingtonWellington,https://www.seek.co.nz/job/39076324?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Reliability Engineer,WEL Networks,location: WaikatoWaikato,https://www.seek.co.nz/job/39076273?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
BI Platform Engineer,Fisher & Paykel Appliances,location: AucklandAuckland,https://www.seek.co.nz/job/39075960?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Senior Analyst (FP&A),Alexander James Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39075932?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Financial Planning Analyst,Alexander James Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39075933?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Financial Analyst,Hays Office Support,location: OtagoOtago,https://www.seek.co.nz/job/39075875?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
"Lead Automation Test Engineer - Permanent, Wellington",ACC,location: WellingtonWellington,https://www.seek.co.nz/job/39075868?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
"Lead Automation Test Engineer - Permanent, Wellington",ACC,location: WellingtonWellington,https://www.seek.co.nz/job/39075867?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Financial Analyst,Hays Office Support,location: AucklandAuckland,https://www.seek.co.nz/job/39075681?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Administrator,Access Community Health,location: AucklandAuckland,https://www.seek.co.nz/job/39075678?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Business Development Manager,Lloyd Executive Ltd,location: WellingtonWellington,https://www.seek.co.nz/job/39075565?type=standard&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Senior Advisor (Addictions) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075560?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Senior Advisor (Addictions) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075559?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Administration Assistant / Receptionist,Forté Recruitment Ltd,location: WellingtonWellington,https://www.seek.co.nz/job/39075547?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Advisor (Drug Intelligence) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075521?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Advisor (Drug Intelligence) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075520?type=standout&amp;searchrequesttoken=1abe96fb-b0a2-4388-be10-c3befcb98620
Pricing Manager,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: AucklandAuckland,https://www.seek.co.nz/job/39075509?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Senior Advisor (Addictions) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075487?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Senior Advisor (Addictions) - Mental Health and Addiction,Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39075486?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Administrator,New Zealand Police,location: CanterburyCanterbury,https://www.seek.co.nz/job/39075465?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Procurement Buyer,Oceania Dairy Ltd,location: CanterburyCanterbury,https://www.seek.co.nz/job/39075405?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Digital Business Manager,Dentsu Aegis Network,location: AucklandAuckland,https://www.seek.co.nz/job/39075383?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Senior Data Analyst,"Ministry of Business, Innovation and Employment",location: WellingtonWellington,https://www.seek.co.nz/job/39075360?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Telephone Account Executive,EROAD Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39075342?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Advisor (Drug Intelligence),Ministry of Health,location: WellingtonWellington,https://www.seek.co.nz/job/39085082?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Reliability Engineer,Wel Networks,location: WaikatoWaikato,https://www.seek.co.nz/job/39085094?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Data Systems Engineer,Wel Networks,location: WaikatoWaikato,https://www.seek.co.nz/job/39085096?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Experience Design (CX) Consultant,Deloitte - NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39075163?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Senior Experience Design (CX) Consultant,Deloitte - NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39075148?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Experience Design (CX) Manager,Deloitte - NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39075143?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Head of Solution Architecture,Potentia: New Zealand’s Most Awarded IT Recruitment Consultancy*,location: AucklandAuckland,https://www.seek.co.nz/job/39074895?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
G&D Specialist,easy payroll,location: AucklandAuckland,https://www.seek.co.nz/job/39073274?type=standard&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Corporate Accountant,Archway Recruitment,location: WellingtonWellington,https://www.seek.co.nz/job/39072661?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Administration / Office Manager,OneStaff Auckland,location: AucklandAuckland,https://www.seek.co.nz/job/39072316?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Data Architect,Talent – Winner Seek Medium Recruitment Agency of the year 4 years running,location: AucklandAuckland,https://www.seek.co.nz/job/39072256?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Digital Marketing Coordinator : Iconic Global Brand,Bright NZ,location: AucklandAuckland,https://www.seek.co.nz/job/38972619?type=standout&amp;searchrequesttoken=419f1f2f-5192-40eb-8250-ca88756aea04
Manager Data Management,Talent – Winner Seek Medium Recruitment Agency of the year 4 years running,location: WellingtonWellington,https://www.seek.co.nz/job/39071579?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Concept Design Manager,DB Breweries Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39071559?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Office Administration Assistant,Wells Hygiene,location: AucklandAuckland,https://www.seek.co.nz/job/39060904?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Quality Assurance Engineer,Accedo Broadband,location: AucklandAuckland,https://www.seek.co.nz/job/39071424?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Digital Solution Architect,ROLE,location: AucklandAuckland,https://www.seek.co.nz/job/39071361?type=standard&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Digital Marketing Specialist,Cucumber Limited,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39071359?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
"GM - Property, Retail and Parking Services - Sunshine Coast, QLD Location",TROOCOO,location: AucklandAuckland,https://www.seek.co.nz/job/39071109?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Planning &Optimisation Analyst,Hays Logistics,location: AucklandAuckland,https://www.seek.co.nz/job/39071102?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Quarantine Officer - Auckland,Ministry for Primary Industries,location: AucklandAuckland,https://www.seek.co.nz/job/39070933?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
"Manager Data Management/BI - to $155K, neg",Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: WellingtonWellington,https://www.seek.co.nz/job/39070738?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Business Analyst - Intermediate to Senior,Fosterra Consulting Group,location: CanterburyCanterbury,https://www.seek.co.nz/job/39070529?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Business Rules Specialist,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39070510?type=standard&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Business Rules Specialist,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39070511?type=standard&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Strategic Supply Planning Analyst,Find Recruitment Limited,location: WellingtonWellington,https://www.seek.co.nz/job/39070500?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Marketing Executive - Auckland City Toyota,Armstrong Motor Group,location: AucklandAuckland,https://www.seek.co.nz/job/39070291?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Digital Marketing and Content Coordinator,Q Theatre,location: AucklandAuckland,https://www.seek.co.nz/job/39070236?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Senior ERP Applications Analyst,Fosterra Consulting Group,location: CanterburyCanterbury,https://www.seek.co.nz/job/39070224?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Project Administrator/Health & Safety Rep,Franklin Smith Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39070170?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Associate Category Manager - Rewards,Noel Leeming,location: AucklandAuckland,https://www.seek.co.nz/job/39070075?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
Incredible Data Analyst Needed!,Everest – all about people,location: WaikatoWaikato,https://www.seek.co.nz/job/39069499?type=standout&amp;searchrequesttoken=9d5fee4b-37a0-4372-a2a6-9902a86ea61d
"Supply Chain Manager, Propulsion",NZDF,location: AucklandAuckland,https://www.seek.co.nz/job/39069461?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Digital Marketing Manager,EROAD Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39069455?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Marketing Manager,Wyma Engineering (NZ) Ltd,location: CanterburyCanterbury,https://www.seek.co.nz/job/39069244?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
BI Analyst,Datapoints,location: AucklandAuckland,https://www.seek.co.nz/job/39066302?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Senior IT Manager,Westpac,location: AucklandAuckland,https://www.seek.co.nz/job/39069111?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Graduate Technical Consultant,Aderant,location: AucklandAuckland,https://www.seek.co.nz/job/39068977?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Accountant,Donaghys Limited,location: CanterburyCanterbury,https://www.seek.co.nz/job/39068803?type=standard&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
"Service Manager, Cancer Services",Capital and Coast District Health Board,location: WellingtonWellington,https://www.seek.co.nz/job/39068628?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Managed SAM Consultant - Auckland or Wellington,Insight Enterprises Australia Pty Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39068580?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Data Analyst,Rocket Lab,location: AucklandAuckland,https://www.seek.co.nz/job/39068556?type=standard&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Global Brand Manager,New Zealand King Salmon,location: AucklandAuckland,https://www.seek.co.nz/job/39068404?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Safety and Well being Coordinator,Metro Performance Glass,location: AucklandAuckland,https://www.seek.co.nz/job/39068307?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
